sentiment,text
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
Positive,da vinci code was an awesome movie...
Positive,DA VINCI CODE IS AWESOME!!
Positive,I love The Da Vinci Code...
Positive,The Da Vinci Code is awesome..
Positive,The Da Vinci Code is awesome!!
Positive,Love luv lubb the Da Vinci Code!
Positive,the people who are worth it know how much i love the da vinci code.
Positive,I wanted desperately to love'The Da Vinci Code as a film.
Positive,"The Da Vinci Code was awesome, I can't wait to read it..."
Positive,The Da Vinci Code was absolutely AWESOME!
